flight_id,flight_date,carrier_code,flight_number,tail_number,origin_airport,dest_airport,sched_dep_time,dep_time,dep_delay,taxi_out,sched_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,distance,air_time,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
196,2024-04-22,AA,5512,N129AA,PDX,AUS,05:05,04:59,-6,17,09:37,09:33,-4,0,,0,1713,245,0,0,0,0,0
197,2024-11-13,B6,590,N169B6,AUS,IAD,10:30,10:48,18,23,14:02,14:22,20,0,,0,1295,185,10,1,0,0,9
198,2024-02-21,WN,1565,N127WN,MIA,SFO,06:10,06:07,-3,19,12:32,12:28,-4,0,,0,2581,353,0,0,0,0,0
199,2024-09-24,AA,2849,N196AA,ORD,MDW,06:20,06:22,2,15,07:15,07:20,5,0,,0,120,35,0,0,0,0,0
200,2024-10-21,DL,5117,N210DL,BWI,MSP,17:35,17:33,-2,13,20:17,20:11,-6,0,,0,934,139,0,0,0,0,0
201,2024-04-22,AA,1663,N199AA,MDW,CLT,10:00,10:00,0,21,12:04,,-5,0,,1,584,94,0,0,0,0,0
202,2024-04-10,WN,3012,N107WN,IAD,SFO,17:20,17:16,-4,10,23:19,23:10,-9,0,,0,2413,333,0,0,0,0,0
203,2024-04-22,WN,980,N117WN,FLL,DFW,13:50,14:06,16,17,16:57,17:09,12,0,,0,1118,163,0,0,0,0,0
204,2024-03-21,DL,5861,N164DL,DTW,CLT,12:10,12:10,0,13,13:57,13:51,-6,0,,0,501,85,0,0,0,0,0
205,2024-07-05,WN,210,N137WN,SEA,JFK,08:05,08:02,-3,22,14:11,14:13,2,0,,0,2415,335,0,0,0,0,0
206,2024-04-22,UA,4433,N129UA,FLL,PDX,17:40,17:33,-7,23,00:14,00:17,3,0,,0,2690,378,0,0,0,0,0
207,2024-01-02,DL,436,N204DL,ORD,DTW,09:50,09:50,0,17,11:02,11:06,4,0,,0,234,55,0,0,0,0,0
208,2024-05-09,OO,348,N217OO,PHL,SEA,19:25,19:36,11,27,01:27,01:44,17,0,,0,2372,331,3,1,4,0,9
209,2024-08-07,AA,4222,N193AA,DFW,DAL,10:50,11:26,36,22,11:54,12:33,39,0,,0,120,35,16,3,5,0,15
210,2024-02-23,WN,1888,N173WN,ORD,BOS,13:15,13:11,-4,23,15:52,15:57,5,0,,0,864,136,0,0,0,0,0
211,2024-12-08,WN,5019,N140WN,MDW,TPA,15:00,15:00,0,23,17:58,17:56,-2,0,,0,999,146,0,0,0,0,0
212,2024-08-11,UA,4117,N173UA,LAS,JFK,17:00,16:59,-1,20,22:41,22:39,-2,0,,0,2243,310,0,0,0,0,0
213,2024-08-12,AA,5490,N176AA,AUS,MDW,07:55,07:56,1,13,10:45,10:39,-6,0,,0,972,144,0,0,0,0,0
214,2024-05-05,UA,2440,N198UA,MIA,JFK,08:30,08:29,-1,26,11:39,11:50,11,0,,0,1092,167,0,0,0,0,0
215,2024-05-09,AA,2681,N186AA,LAS,EWR,14:25,14:37,12,16,20:01,20:17,16,0,,0,2222,312,4,1,6,0,5
216,2024-02-22,UA,464,N204UA,PHX,DAL,07:25,07:39,14,15,10:04,10:20,16,0,,0,877,136,4,7,2,0,3
217,2024-06-20,DL,1759,N141DL,DAL,LAX,17:35,18:21,46,15,21:03,21:39,36,0,,0,1244,178,2,12,10,0,12
218,2024-08-05,DL,4587,N130DL,MIA,DEN,22:20,22:19,-1,10,02:48,02:40,-8,0,,0,1708,243,0,0,0,0,0
219,2024-06-08,DL,4201,N138DL,BWI,LAX,09:20,09:15,-5,14,15:07,15:05,-2,0,,0,2324,325,0,0,0,0,0
220,2024-07-16,WN,1880,N212WN,BNA,BWI,21:40,21:37,-3,26,23:50,23:53,3,0,,0,586,96,0,0,0,0,0
221,2024-09-03,WN,4961,N118WN,MDW,LAX,07:35,07:35,0,16,12:08,12:03,-5,0,,0,1747,249,0,0,0,0,0
222,2024-11-19,OO,3353,N184OO,BOS,LAX,05:00,04:53,-7,19,11:31,11:31,0,0,,0,2605,365,0,0,0,0,0
223,2024-07-21,AA,1963,N166AA,PDX,ORD,06:30,06:30,0,16,11:06,11:08,2,0,,0,1735,253,0,0,0,0,0
224,2024-07-02,UA,2272,N128UA,MDW,BOS,11:30,11:30,0,24,14:14,14:15,1,0,,0,858,128,0,0,0,0,0
225,2024-05-02,WN,1503,N152WN,FLL,CLT,16:45,16:44,-1,21,18:56,18:50,-6,0,,0,633,101,0,0,0,0,0
226,2024-09-11,OO,1835,N138OO,EWR,MCO,18:10,18:13,3,20,20:53,20:59,6,0,,0,938,143,0,0,0,0,0
227,2024-10-20,UA,119,N135UA,BNA,SAN,05:00,05:06,6,23,09:37,09:48,11,0,,0,1748,253,0,0,0,0,0
228,2024-10-06,AA,3304,N107AA,ATL,SLC,22:00,21:58,-2,25,02:18,02:23,5,0,,0,1587,232,0,0,0,0,0
229,2024-11-20,UA,2955,N171UA,SAN,CLT,08:05,08:14,9,14,13:24,13:25,1,0,,0,2072,292,0,0,0,0,0
230,2024-04-07,AA,3165,N175AA,MCO,SLC,16:30,16:29,-1,15,21:20,21:20,0,0,,0,1928,272,0,0,0,0,0
231,2024-07-16,DL,5277,N212DL,SLC,DFW,13:05,13:13,8,14,16:01,16:07,6,0,,0,988,150,0,0,0,0,0
232,2024-08-27,AA,631,N194AA,BOS,LAX,11:10,11:06,-4,9,17:34,17:23,-11,0,,0,2605,358,0,0,0,0,0
233,2024-05-23,WN,1832,N216WN,JFK,ATL,06:40,,0,0,09:06,,0,1,B,0,759,0,0,0,0,0,0
234,2024-04-06,AA,4147,N122AA,LAX,IAH,11:05,11:05,0,15,14:45,14:48,3,0,,0,1377,202,0,0,0,0,0
235,2024-07-19,F9,3701,N180F9,PHL,BOS,14:50,,0,0,16:13,,0,1,B,0,280,0,0,0,0,0,0
236,2024-05-03,B6,5257,N186B6,MCO,BNA,17:10,18:10,60,22,19:21,20:24,63,0,,0,617,102,3,12,1,0,47
237,2024-07-05,WN,1702,N154WN,BNA,ORD,13:50,13:41,-9,15,15:32,15:22,-10,0,,0,409,80,0,0,0,0,0
238,2024-11-21,B6,2115,N171B6,DTW,FLL,04:30,04:35,5,13,07:45,07:48,3,0,,0,1130,169,0,0,0,0,0
239,2024-12-14,AA,3074,N163AA,BWI,DEN,12:50,13:14,24,12,16:46,16:59,13,0,,0,1487,206,0,0,0,0,0
240,2024-09-15,AA,5321,N106AA,IAD,ORD,06:10,09:04,174,26,08:19,11:23,184,0,,0,587,105,41,12,106,0,25
241,2024-05-27,F9,1710,N144F9,PHX,IAH,17:15,17:16,1,23,20:17,20:18,1,0,,0,1007,153,0,0,0,0,0
242,2024-09-08,NK,2320,N182NK,MIA,SFO,09:10,09:32,22,23,15:38,15:57,19,0,,0,2581,347,6,2,4,0,7
243,2024-12-11,B6,281,N185B6,JFK,DTW,14:40,14:49,9,21,16:35,16:55,20,0,,0,508,95,9,1,10,0,0
244,2024-05-26,AA,4295,N148AA,DAL,SLC,06:20,06:14,-6,13,09:17,09:01,-16,0,,0,998,148,0,0,0,0,0
245,2024-05-27,AA,1100,N200AA,LAX,IAH,07:20,07:20,0,21,11:02,11:06,4,0,,0,1377,196,0,0,0,0,0
246,2024-12-17,UA,5555,N167UA,IAH,DFW,11:25,11:25,0,18,12:41,12:43,2,0,,0,225,52,0,0,0,0,0
247,2024-07-17,AA,523,N140AA,LAS,AUS,06:10,06:08,-2,19,09:20,09:20,0,0,,0,1088,163,0,0,0,0,0
248,2024-11-03,B6,4534,N189B6,BWI,SEA,08:05,08:11,6,23,14:00,14:06,6,0,,0,2329,323,0,0,0,0,0
249,2024-05-07,AA,254,N153AA,TPA,PHX,16:30,16:27,-3,26,21:14,21:10,-4,0,,0,1785,251,0,0,0,0,0
250,2024-02-08,AA,2039,N152AA,IAH,SAN,04:30,04:30,0,16,08:02,08:06,4,0,,0,1301,196,0,0,0,0,0
251,2024-12-03,DL,1582,N119DL,BWI,PHX,06:05,06:01,-4,20,11:12,11:08,-4,0,,0,1994,283,0,0,0,0,0
252,2024-12-25,WN,4472,N138WN,CLT,DFW,15:35,15:53,18,26,18:29,18:45,16,0,,0,934,139,7,1,6,0,2
253,2024-05-08,OO,3046,N148OO,CLT,ATL,03:30,03:27,-3,22,04:45,04:45,0,0,,0,226,51,0,0,0,0,0
254,2024-09-23,UA,3909,N123UA,DAL,LAS,11:05,11:03,-2,10,14:07,14:02,-5,0,,0,1065,162,0,0,0,0,0
255,2024-05-30,OO,5769,N196OO,EWR,AUS,11:25,11:23,-2,21,15:28,15:38,10,0,,0,1501,224,0,0,0,0,0
256,2024-10-24,F9,2154,N168F9,DEN,SAN,03:15,03:13,-2,13,05:47,05:41,-6,0,,0,852,130,0,0,0,0,0
257,2024-04-08,NK,4886,N160NK,ATL,BWI,12:10,12:20,10,27,14:19,14:36,17,0,,0,576,98,11,1,4,0,1
258,2024-09-19,DL,1757,N130DL,PDX,DFW,11:25,11:25,0,16,15:40,15:45,5,0,,0,1613,236,0,0,0,0,0
259,2024-09-08,UA,4411,N208UA,SFO,BNA,08:25,08:20,-5,13,13:24,13:20,-4,0,,0,1964,277,0,0,0,0,0
260,2024-05-23,WN,1008,N128WN,DTW,BOS,06:00,06:05,5,11,08:07,08:04,-3,0,,0,631,100,0,0,0,0,0
261,2024-12-11,AA,1666,N138AA,MCO,MIA,19:25,19:28,3,28,20:38,20:52,14,0,,0,193,49,0,0,0,0,0
262,2024-04-21,AS,4556,N209AS,TPA,JFK,16:55,16:50,-5,22,19:59,19:57,-2,0,,0,1006,158,0,0,0,0,0
263,2024-02-29,AA,4376,N190AA,FLL,PHL,12:40,12:34,-6,13,15:34,15:19,-15,0,,0,994,147,0,0,0,0,0
264,2024-01-02,UA,1460,N118UA,DFW,IAH,12:40,13:25,45,24,14:01,14:55,54,0,,0,225,56,29,22,2,0,1
265,2024-10-30,B6,5299,N203B6,JFK,BNA,12:15,12:13,-2,28,14:45,14:48,3,0,,0,764,121,0,0,0,0,0
266,2024-09-10,DL,371,N159DL,JFK,SFO,18:05,18:05,0,27,00:30,00:38,8,0,,0,2580,358,0,0,0,0,0
267,2024-05-19,NK,3522,N217NK,DFW,SAN,06:30,06:22,-8,15,09:46,09:39,-7,0,,0,1168,172,0,0,0,0,0
268,2024-02-06,AS,369,N107AS,PHL,SEA,06:25,06:33,8,19,12:19,12:32,13,0,,0,2372,331,0,0,0,0,0
269,2024-06-08,UA,3859,N171UA,DFW,LAS,13:25,13:27,2,15,16:23,16:22,-1,0,,0,1053,155,0,0,0,0,0
270,2024-01-09,UA,710,N152UA,ATL,MDW,19:10,19:07,-3,31,21:19,21:25,6,0,,0,591,99,0,0,0,0,0
271,2024-08-20,OO,5740,N153OO,ATL,AUS,06:40,07:22,42,25,09:17,09:52,35,0,,0,811,117,13,15,5,0,2
272,2024-04-08,AS,1384,N171AS,BWI,TPA,13:00,12:59,-1,19,15:31,15:31,0,0,,0,844,128,0,0,0,0,0
273,2024-05-26,WN,5867,N167WN,FLL,ATL,16:20,16:38,18,15,18:23,18:44,21,0,,0,582,97,3,11,3,0,4
274,2024-10-30,G4,3172,N117G4,LAS,MIA,10:45,10:53,8,12,16:07,16:09,2,0,,0,2171,301,0,0,0,0,0
275,2024-07-26,AA,4733,N149AA,DAL,LAS,19:25,19:19,-6,22,22:32,22:29,-3,0,,0,1065,165,0,0,0,0,0
276,2024-05-10,AA,1983,N131AA,CLT,SFO,06:15,06:45,30,14,11:59,12:24,25,0,,0,2291,318,3,6,5,0,11
277,2024-05-31,AA,1168,N132AA,TPA,ATL,18:55,18:50,-5,21,20:37,20:26,-11,0,,0,407,69,0,0,0,0,0
278,2024-02-23,UA,5753,N126UA,FLL,BOS,12:05,12:02,-3,21,15:36,15:35,-1,0,,0,1239,182,0,0,0,0,0
279,2024-04-29,MQ,2315,N142MQ,DEN,IAH,16:15,16:15,0,13,18:52,18:52,0,0,,0,862,133,0,0,0,0,0
280,2024-06-09,OO,992,N182OO,LAX,JFK,12:40,12:38,-2,23,18:51,19:00,9,0,,0,2470,350,0,0,0,0,0
281,2024-04-25,UA,5893,N110UA,TPA,SAN,05:45,05:50,5,19,11:00,11:08,8,0,,0,2083,294,0,0,0,0,0
282,2024-03-15,DL,397,N218DL,DFW,JFK,11:35,11:33,-2,13,15:20,15:17,-3,0,,0,1389,204,0,0,0,0,0
283,2024-04-22,HA,5356,N157HA,MDW,EWR,14:50,14:48,-2,18,17:03,17:05,2,0,,0,709,114,0,0,0,0,0
284,2024-04-13,OO,3458,N208OO,SEA,MDW,11:50,12:00,10,20,16:29,16:40,11,0,,0,1729,249,0,0,0,0,0
285,2024-12-05,DL,4755,N147DL,SAN,LAS,07:25,,0,0,08:53,,0,1,C,0,259,0,0,0,0,0,0
286,2024-09-10,OO,322,N111OO,MSP,LAS,12:20,12:24,4,15,15:55,15:57,2,0,,0,1297,184,0,0,0,0,0
287,2024-08-14,UA,3999,N168UA,ORD,TPA,20:40,20:45,5,11,23:36,23:46,10,0,,0,1013,161,0,0,0,0,0
288,2024-04-21,DL,2848,N192DL,PHX,ORD,08:30,08:30,0,11,12:18,12:21,3,0,,0,1437,212,0,0,0,0,0
289,2024-04-08,OO,5892,N206OO,DAL,FLL,20:25,20:21,-4,21,23:36,23:38,2,0,,0,1107,166,0,0,0,0,0
290,2024-06-01,DL,5789,N124DL,ATL,JFK,09:45,09:45,0,27,12:15,12:20,5,0,,0,759,121,0,0,0,0,0
291,2024-12-14,DL,1447,N106DL,SLC,DAL,03:45,03:41,-4,10,06:38,06:25,-13,0,,0,998,144,0,0,0,0,0
292,2024-12-31,OO,3237,N134OO,BOS,JFK,04:25,04:25,0,21,05:42,05:46,4,0,,0,186,48,0,0,0,0,0
293,2024-12-03,AA,3800,N148AA,SEA,LAX,07:20,07:18,-2,18,10:09,10:13,4,0,,0,955,148,0,0,0,0,0
294,2024-07-12,WN,5449,N186WN,BNA,LAX,06:50,07:05,15,21,11:33,11:49,16,0,,0,1794,259,10,0,6,0,0
295,2024-11-05,OO,275,N177OO,EWR,SAN,11:35,11:34,-1,27,17:42,17:43,1,0,,0,2420,334,0,0,0,0,0
296,2024-06-11,OO,778,N177OO,ORD,DTW,20:25,20:25,0,21,21:37,21:45,8,0,,0,234,50,0,0,0,0,0
297,2024-07-26,DL,4423,N105DL,JFK,AUS,07:40,07:43,3,26,11:46,11:50,4,0,,0,1519,217,0,0,0,0,0
298,2024-06-17,UA,4361,N211UA,MSP,SFO,08:10,08:15,5,25,12:22,12:26,4,0,,0,1586,223,0,0,0,0,0
299,2024-06-09,DL,5458,N109DL,FLL,BNA,19:25,19:25,0,15,21:57,22:03,6,0,,0,794,132,0,0,0,0,0
300,2024-03-08,DL,3762,N124DL,IAH,CLT,17:55,17:51,-4,23,20:43,20:39,-4,0,,0,911,142,0,0,0,0,0
301,2024-10-15,OO,457,N202OO,LAS,MDW,10:40,10:39,-1,15,14:49,14:47,-2,0,,0,1517,221,0,0,0,0,0
302,2024-10-03,UA,1578,N197UA,MDW,EWR,12:05,12:03,-2,18,14:27,14:31,4,0,,0,709,119,0,0,0,0,0
303,2024-10-30,DL,3702,N175DL,MIA,SLC,08:45,09:59,74,9,13:58,15:04,66,0,,0,2086,287,29,10,9,1,17
304,2024-05-14,WN,442,N192WN,SLC,AUS,07:40,07:37,-3,16,10:47,10:38,-9,0,,0,1085,161,0,0,0,0,0
305,2024-07-13,DL,723,N185DL,BNA,ORD,04:35,04:35,0,20,06:11,06:24,13,0,,0,409,81,0,0,0,0,0
306,2024-05-07,MQ,1883,N171MQ,SFO,PHL,13:05,13:05,0,18,19:17,19:23,6,0,,0,2515,353,0,0,0,0,0
307,2024-02-02,WN,775,N127WN,IAD,FLL,11:00,12:05,65,19,13:45,14:44,59,0,,0,903,131,8,17,24,0,10
308,2024-06-24,UA,4261,N161UA,PHL,DEN,07:10,07:17,7,23,11:22,11:31,9,0,,0,1554,225,0,0,0,0,0
309,2024-01-22,UA,1139,N126UA,BNA,DEN,13:30,13:34,4,20,16:28,16:38,10,0,,0,1011,154,0,0,0,0,0
310,2024-08-25,OO,2989,N211OO,JFK,DFW,11:30,11:32,2,15,15:15,15:15,0,0,,0,1389,200,0,0,0,0,0
311,2024-06-06,OO,4002,N216OO,MIA,PHX,10:35,11:31,56,13,15:38,16:21,43,0,,0,1969,269,9,15,2,0,17
312,2024-02-07,OO,3420,N142OO,DFW,AUS,17:45,17:43,-2,21,18:55,18:59,4,0,,0,190,49,0,0,0,0,0
313,2024-08-17,UA,2580,N138UA,PHL,DTW,08:50,08:46,-4,13,10:29,10:28,-1,0,,0,452,84,0,0,0,0,0
314,2024-12-30,G4,4153,N216G4,DFW,MCO,16:05,16:33,28,26,19:06,19:33,27,0,,0,983,145,3,1,0,0,23
315,2024-02-20,UA,4186,N101UA,IAH,LAX,07:35,07:29,-6,16,11:22,11:18,-4,0,,0,1377,203,0,0,0,0,0
316,2024-09-20,WN,4078,N127WN,IAD,CLT,06:55,06:55,0,15,08:24,08:23,-1,0,,0,322,61,0,0,0,0,0
317,2024-10-09,UA,4107,N219UA,CLT,ORD,15:15,15:12,-3,19,17:19,17:12,-7,0,,0,599,97,0,0,0,0,0
318,2024-01-27,WN,1016,N124WN,FLL,AUS,17:55,18:22,27,17,21:08,21:31,23,0,,0,1103,159,2,3,2,0,16
319,2024-08-13,UA,710,N194UA,FLL,IAD,16:10,16:06,-4,24,19:01,18:59,-2,0,,0,903,140,0,0,0,0,0
320,2024-10-03,DL,4442,N115DL,PHL,PHX,06:55,06:49,-6,20,12:09,12:02,-7,0,,0,2071,290,0,0,0,0,0
321,2024-10-12,DL,1289,N195DL,JFK,DEN,11:45,11:45,0,20,16:05,16:06,1,0,,0,1622,230,0,0,0,0,0
322,2024-04-06,OO,2512,N196OO,MSP,LAS,16:25,,0,0,20:00,,0,1,C,0,1297,0,0,0,0,0,0
323,2024-10-10,UA,814,N161UA,LAX,CLT,11:35,11:28,-7,16,16:54,16:51,-3,0,,0,2120,299,0,0,0,0,0
324,2024-11-12,OO,5975,N217OO,LAX,BNA,06:05,06:03,-2,22,10:49,10:57,8,0,,0,1794,261,0,0,0,0,0
325,2024-10-30,AS,2587,N131AS,BNA,SLC,19:10,19:11,1,19,23:05,23:00,-5,0,,0,1401,201,0,0,0,0,0
326,2024-05-26,DL,3431,N189DL,ORD,PHL,20:05,20:05,0,17,22:18,22:20,2,0,,0,676,110,0,0,0,0,0
327,2024-01-04,AA,5774,N177AA,ORD,DAL,15:55,15:50,-5,16,18:27,18:22,-5,0,,0,798,126,0,0,0,0,0
328,2024-02-04,B6,5668,N190B6,ORD,SFO,08:40,08:39,-1,25,13:25,13:34,9,0,,0,1842,262,0,0,0,0,0
329,2024-07-10,DL,1485,N126DL,SEA,BOS,06:10,06:10,0,17,12:21,12:21,0,0,,0,2489,349,0,0,0,0,0
330,2024-02-18,DL,1867,N150DL,PHX,DTW,17:30,17:29,-1,20,21:59,21:57,-2,0,,0,1667,239,0,0,0,0,0
331,2024-01-17,DL,1713,N217DL,BOS,PHX,16:15,16:13,-2,22,22:03,22:06,3,0,,0,2295,325,0,0,0,0,0
332,2024-06-20,UA,3565,N130UA,DAL,ATL,14:05,13:59,-6,12,16:24,16:23,-1,0,,0,720,121,0,0,0,0,0
333,2024-08-07,DL,1414,N170DL,DFW,TPA,18:50,18:50,0,11,21:35,21:35,0,0,,0,928,143,0,0,0,0,0
334,2024-06-06,DL,1140,N141DL,MSP,PHL,10:15,10:08,-7,22,13:10,13:05,-5,0,,0,978,152,0,0,0,0,0
335,2024-02-15,B6,3199,N199B6,SLC,LAS,18:45,19:09,24,19,20:26,20:44,18,0,,0,368,65,4,1,10,0,3
336,2024-01-06,OO,4887,N136OO,DAL,MCO,16:50,16:49,-1,13,19:43,19:34,-9,0,,0,972,142,0,0,0,0,0
337,2024-04-08,MQ,3336,N148MQ,SLC,AUS,06:20,06:14,-6,19,09:30,09:24,-6,0,,0,1085,168,0,0,0,0,0
338,2024-08-20,OO,465,N159OO,PDX,BNA,04:00,03:52,-8,18,08:59,08:55,-4,0,,0,1968,281,0,0,0,0,0
339,2024-02-06,DL,4444,N168DL,SEA,FLL,11:40,11:51,11,26,18:22,18:37,15,0,,0,2714,375,10,2,3,0,0
340,2024-10-06,AA,4351,N183AA,BNA,ATL,03:50,03:47,-3,11,04:59,04:53,-6,0,,0,214,50,0,0,0,0,0
341,2024-12-14,DL,688,N145DL,ORD,BWI,07:10,07:08,-2,22,09:19,09:20,1,0,,0,620,99,0,0,0,0,0
342,2024-10-28,WN,3459,N139WN,MSP,MCO,18:55,18:58,3,18,22:36,22:36,0,0,,0,1311,192,0,0,0,0,0
343,2024-06-29,G4,3237,N133G4,AUS,LAS,16:35,17:19,44,13,19:43,20:17,34,0,,0,1088,155,15,3,3,0,13
344,2024-04-04,WN,3232,N146WN,SLC,DEN,08:20,08:20,0,19,09:56,09:52,-4,0,,0,390,66,0,0,0,0,0
345,2024-04-08,AA,4560,N165AA,CLT,BNA,12:05,12:20,15,16,13:33,13:49,16,0,,0,328,64,13,0,2,0,1
346,2024-07-06,OO,5959,N212OO,IAH,SLC,10:50,10:51,1,19,14:11,14:14,3,0,,0,1195,178,0,0,0,0,0
347,2024-04-25,UA,1280,N163UA,CLT,EWR,13:15,13:14,-1,14,15:10,14:58,-12,0,,0,528,84,0,0,0,0,0
348,2024-07-09,DL,1703,N159DL,MIA,IAD,12:35,12:59,24,17,15:25,15:41,16,0,,0,924,140,8,2,4,0,2
349,2024-09-09,WN,485,N112WN,BWI,DAL,15:05,15:02,-3,21,18:32,18:34,2,0,,0,1207,180,0,0,0,0,0
350,2024-06-09,DL,1359,N202DL,DEN,DFW,11:15,11:56,41,27,13:32,14:13,41,0,,0,641,102,4,6,9,6,16
351,2024-09-12,DL,5245,N192DL,SFO,PDX,07:10,07:26,16,16,09:07,09:21,14,0,,0,551,93,0,0,0,0,0
352,2024-11-18,WN,2602,N160WN,PHX,BOS,13:30,13:33,3,16,19:18,19:22,4,0,,0,2295,327,0,0,0,0,0
353,2024-05-07,AS,5569,N197AS,ORD,DEN,17:25,17:25,0,30,20:12,20:19,7,0,,0,886,134,0,0,0,0,0
354,2024-01-18,DL,2813,N207DL,DEN,SLC,09:40,09:40,0,24,11:24,11:23,-1,0,,0,390,73,0,0,0,0,0
355,2024-10-07,WN,844,N140WN,ATL,ORD,10:20,10:14,-6,25,12:26,12:22,-4,0,,0,606,100,0,0,0,0,0
356,2024-08-10,B6,3088,N217B6,PHX,TPA,20:55,21:11,16,24,01:41,01:51,10,0,,0,1785,246,0,0,0,0,0
357,2024-02-23,OO,4448,N126OO,DAL,DTW,07:45,07:45,0,27,10:47,10:50,3,0,,0,981,147,0,0,0,0,0
358,2024-02-27,UA,4529,N147UA,BOS,PHL,19:20,19:27,7,16,20:44,20:58,14,0,,0,280,65,0,0,0,0,0
359,2024-11-18,DL,4390,N140DL,EWR,JFK,19:15,19:15,0,20,20:15,20:21,6,0,,0,120,38,0,0,0,0,0
360,2024-12-25,DL,5001,N152DL,CLT,PDX,11:55,11:55,0,20,17:44,17:41,-3,0,,0,2277,319,0,0,0,0,0
361,2024-06-22,G4,4690,N105G4,IAH,JFK,12:20,12:20,0,15,16:11,16:09,-2,0,,0,1415,207,0,0,0,0,0
362,2024-10-06,DL,1189,N172DL,LAX,ORD,06:45,07:03,18,23,11:24,11:37,13,0,,0,1741,243,0,0,0,0,0
363,2024-04-23,NK,4846,N210NK,JFK,BOS,10:05,10:03,-2,21,11:13,11:19,6,0,,0,186,47,0,0,0,0,0
364,2024-10-14,UA,5273,N128UA,SFO,MDW,06:40,06:39,-1,20,11:29,11:27,-2,0,,0,1850,261,0,0,0,0,0
365,2024-12-07,UA,2009,N194UA,BNA,FLL,23:00,23:11,11,14,01:30,01:40,10,0,,0,794,129,0,0,0,0,0
366,2024-05-30,UA,4812,N118UA,SLC,CLT,16:50,16:49,-1,23,21:28,21:26,-2,0,,0,1723,241,0,0,0,0,0
367,2024-05-06,DL,218,N102DL,SAN,MIA,08:30,08:32,2,14,14:14,14:13,-1,0,,0,2264,318,0,0,0,0,0
368,2024-06-03,B6,2470,N133B6,DAL,MCO,15:35,15:35,0,26,18:36,18:38,2,0,,0,972,147,0,0,0,0,0
369,2024-09-29,AA,1148,N170AA,SLC,ATL,10:20,10:19,-1,14,14:33,14:34,1,0,,0,1587,232,0,0,0,0,0
370,2024-04-13,WN,5995,N219WN,BWI,MSP,08:25,08:25,0,16,11:09,11:09,0,0,,0,934,144,0,0,0,0,0
371,2024-10-25,DL,2408,N174DL,BWI,SFO,15:35,15:34,-1,21,21:46,21:49,3,0,,0,2451,343,0,0,0,0,0
372,2024-09-02,AA,1934,N174AA,SFO,SLC,17:00,16:56,-4,22,18:59,18:59,0,0,,0,598,97,0,0,0,0,0
373,2024-06-24,DL,5151,N192DL,CLT,LAX,12:40,12:41,1,15,18:01,18:05,4,0,,0,2120,300,0,0,0,0,0
374,2024-02-08,AA,4547,N153AA,DTW,JFK,06:10,06:09,-1,13,08:04,07:56,-8,0,,0,508,83,0,0,0,0,0
375,2024-06-18,DL,2700,N137DL,MIA,CLT,09:15,09:15,0,15,11:23,11:16,-7,0,,0,652,100,0,0,0,0,0
376,2024-09-03,DL,2358,N119DL,DAL,PHX,11:00,10:58,-2,13,13:35,13:39,4,0,,0,877,145,0,0,0,0,0
377,2024-01-26,G4,5234,N125G4,LAX,MIA,15:00,15:00,0,17,20:49,20:57,8,0,,0,2338,330,0,0,0,0,0
378,2024-12-20,UA,3144,N142UA,FLL,JFK,17:25,17:32,7,21,20:36,20:50,14,0,,0,1071,168,0,0,0,0,0
379,2024-11-01,F9,5154,N129F9,MDW,ATL,14:55,14:55,0,16,16:55,16:55,0,0,,0,591,97,0,0,0,0,0
380,2024-01-13,OO,3713,N148OO,JFK,AUS,05:35,05:53,18,20,09:37,09:49,12,0,,0,1519,211,0,0,0,0,0
381,2024-11-11,UA,2172,N172UA,PHL,SAN,13:50,13:51,1,17,19:38,19:50,12,0,,0,2365,334,0,0,0,0,0
382,2024-11-08,WN,3212,N206WN,JFK,DFW,18:20,18:19,-1,25,22:12,22:17,5,0,,0,1389,207,0,0,0,0,0
383,2024-02-05,WN,682,N131WN,LAX,BOS,20:00,20:00,0,14,02:22,02:29,7,0,,0,2605,367,0,0,0,0,0
384,2024-06-21,WN,3654,N163WN,LAX,SEA,09:40,09:40,0,11,12:32,12:29,-3,0,,0,955,146,0,0,0,0,0
385,2024-01-20,WN,3021,N170WN,MCO,SAN,17:45,17:45,0,20,23:14,23:16,2,0,,0,2145,302,0,0,0,0,0
386,2024-11-16,WN,5847,N183WN,JFK,PHX,10:15,10:16,1,16,15:42,15:46,4,0,,0,2149,303,0,0,0,0,0
387,2024-09-20,UA,4303,N187UA,FLL,BNA,06:00,06:00,0,18,08:29,08:23,-6,0,,0,794,117,0,0,0,0,0
388,2024-05-21,OO,5448,N143OO,PHL,BOS,00:00,01:00,60,18,01:25,02:18,53,0,,0,280,57,35,7,2,0,9
389,2024-05-22,AS,1776,N132AS,IAD,CLT,11:00,10:56,-4,20,12:27,12:28,1,0,,0,322,60,0,0,0,0,0
390,2024-04-01,AA,4686,N197AA,TPA,EWR,09:05,09:06,1,9,12:00,11:53,-7,0,,0,998,154,0,0,0,0,0
391,2024-12-19,AA,3436,N205AA,ORD,IAD,14:30,14:30,0,19,16:33,16:24,-9,0,,0,587,90,0,0,0,0,0
392,2024-11-17,UA,2148,N162UA,SFO,LAX,12:20,12:20,0,14,13:43,13:44,1,0,,0,338,66,0,0,0,0,0
